#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B21C9E
#Date Time: 2024-03-03 18:45:10.000
#Start: 10 Hz
#Stop: 20000 Hz
#Steps: 1001
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 32 
#Channel: Channel 1
#Range: 5.55361 V
#Offset: -0.000184537 V
#Relative: no
#Channel: Channel 2
#Range: 5.63147 V
#Offset: -0.000217631 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 1 Magnitude THD+N (dB),Channel 2 Magnitude (dB),Channel 2 Magnitude THD+N (dB),Channel 2 Phase (deg)
15.42263959101002,-0.1306653332755553,-60.24299295489001,-0.07168044186240782,-59.75552843947736,19.35380221887625
15.54031221273838,-0.1306759054553977,-61.14367922120218,-0.06936298358647858,-60.6272680501645,19.21174048554808
15.6588826604078,-0.1305878188648608,-61.22210089140818,-0.06706188689964954,-60.50001667499195,19.07069169773048
15.77835778430691,-0.1307842525425553,-61.07321763250779,-0.06512261776464542,-60.54411339034046,18.93037278380935
15.89874448699104,-0.1307314453453775,-61.18485433550574,-0.06300372594764457,-60.70678604459638,18.792047006848
16.02004972368117,-0.1305964850467864,-60.68470693013268,-0.06086112793543744,-60.2186714754383,18.65464221007572
16.14228050266552,-0.130631489635364,-59.72586775963098,-0.05881549675444863,-59.33541431229256,18.5187720044223
16.26544388570476,-0.1304162351045361,-58.94592517201036,-0.05678548382915056,-58.56974125389983,18.38355396770589
16.38954698843964,-0.1305704027206224,-59.70559062813954,-0.05487897059157429,-59.18454028832073,18.24914826376197
16.51459698080246,-0.1305811536688031,-59.9068616634431,-0.05275462464084869,-59.55723507273792,18.11549841686821
16.64060108743094,-0.1308924331162964,-60.96933472083027,-0.05077301490874316,-60.67133031674955,17.98278432941878
16.76756658808593,-0.1308632216504973,-58.5217594477415,-0.04864092449871965,-58.10667523987008,17.85024433520086
16.89550081807177,-0.1308896182741535,-58.59933392821386,-0.04683183986805807,-58.38847195436415,17.71908696640208
17.02441116866022,-0.1308639434746512,-60.89383353979984,-0.04491937459666758,-60.63028791860337,17.59059774196631
17.15430508751737,-0.1308296824421126,-58.89180606594156,-0.04320075827371552,-58.62359133036239,17.46118678789009
17.28519007913404,-0.1313566044798748,-58.41768698098257,-0.04098313164673784,-58.20637879492649,17.33283739047407
17.41707370525928,-0.1312015613102933,-60.98103686911628,-0.0391354522060741,-60.91284767917345,17.20582167757372
17.5499635853372,-0.1312049670333443,-61.09744518816079,-0.03742789968132542,-60.89041180084866,17.07853776776852
17.68386739694722,-0.131320734366168,-60.93892834239612,-0.03571531606670381,-60.84670705415881,16.9524203485442
17.81879287624771,-0.1312008745105577,-60.11057953255357,-0.03423495732097491,-60.0129590863468,16.82950939174167
17.95474781842277,-0.1312342726085562,-61.13510941632339,-0.03252199902641383,-60.97029953623032,16.70524537771626
18.09174007813279,-0.1311450930239703,-61.16766889397277,-0.03086361159360273,-60.8115318324861,16.58239689385741
18.22977756996803,-0.1312053624391852,-60.99564219477938,-0.02920301052731024,-60.80692541708296,16.45989954702861
18.36886826890608,-0.1310595206674469,-61.11289834045762,-0.02763081436846026,-61.1598298613013,16.33996376545059
18.50902021077247,-0.131174439901651,-61.16874704678687,-0.02572562727569084,-61.03849956906423,16.21960987492241
18.65024149270493,-0.1311722581770893,-59.42069345595095,-0.02459416550470344,-59.38719970123692,16.10036168168653
18.79254027362134,-0.1312299017108924,-61.12423671237913,-0.02269414529184486,-61.01597036591556,15.98174614643048
18.93592477469091,-0.1310735331287542,-61.17176295924072,-0.02126950907246912,-61.09081630923741,15.86477274669648
19.08040327980932,-0.1313966084400184,-61.11885193643612,-0.01965765748942085,-61.09222807072808,15.74819137229643
19.22598413607719,-0.1313837342204752,-60.93923577177441,-0.01832380288516514,-60.7939711751948,15.63019949135799
19.37267575428234,-0.1314781963537244,-61.2477369402862,-0.0168766444096593,-61.14534295632105,15.51566241268416
19.52048660938583,-0.1313351749131301,-60.35421747886939,-0.01550131628519454,-60.3386174883623,15.40234948976656
19.66942524101142,-0.1314118531850968,-58.65889228392256,-0.01412633605035292,-58.39925132041998,15.28856234720167
19.81950025393912,-0.1312310767305955,-61.180538624983,-0.01269820284005337,-61.32426221103994,15.17579233580909
19.97072031860214,-0.1310228080716235,-61.21022279539601,-0.01167264424386274,-61.13888091277147,15.06370497640872
20.12309417158797,-0.1313283411062441,-58.67590974136328,-0.01010353837880673,-58.67069708740075,14.95251563856313
20.27663061614303,-0.1313479918822729,-61.01833540291041,-0.008803791281351369,-61.06840491235799,14.84189553207454
20.43133852268128,-0.1311266489078248,-61.06742152094399,-0.007688660182149568,-61.02609642249925,14.73187818574802
20.58722682929679,-0.1311777847396682,-60.35185248979477,-0.006197187437012682,-60.47416549521814,14.62403182343613
20.74430454227997,-0.1312224716570131,-60.56722889956436,-0.005001074478129556,-60.53936300603769,14.51525563175145
20.90258073663809,-0.1309783241879924,-60.92426241320798,-0.003675296041112798,-60.99388750608686,14.40927947062376
21.06206455661938,-0.1311991630108506,-61.10548029661904,-0.002441325310411921,-61.06653348463917,14.30385847477839
21.22276521624151,-0.1308967557981633,-61.22511489109069,-0.001240631479570854,-61.17748656332687,14.19729167476615
21.38469199982378,-0.1310211935089528,-59.76156119649315,0.0002768209110815475,-59.65902171659143,14.09228857401272
21.54785426252359,-0.1309464397846272,-61.1092970612473,0.00122389896714581,-61.09112214799808,13.98756187973629
21.71226143087693,-0.130961590512713,-58.71304163365774,0.002410751264217416,-58.74430098544003,13.8853141134049
21.87792300334291,-0.131047204344098,-58.68155114212405,0.003261015651434225,-58.81236208698951,13.78301155867272
22.04484855085266,-0.1309556010121808,-61.06233684935727,0.004443687046378557,-61.09090489188126,13.68295492285372
22.21304771736211,-0.1310702443386263,-59.34535903823975,0.00579129095994767,-59.53497814121836,13.58102631966721
22.38253022040933,-0.1310659450331143,-61.05526646478716,0.006959719039039476,-60.97615053048096,13.48064215171154
22.55330585167581,-0.1310312597679151,-61.08347989917712,0.007962186243216141,-61.35265112822413,13.38179292216938
22.72538447755223,-0.1311275377029679,-61.03927386970057,0.008887242109785847,-61.03465546738335,13.2828577889077
22.89877603970853,-0.1310818520871821,-60.94719521465854,0.009964882263684804,-61.11232428122439,13.18472900595178
23.07349055566815,-0.1311246080589741,-60.92167943700977,0.01114813781566304,-61.3650755554412,13.08730833800447
23.24953811938695,-0.1311707433001299,-59.78016086416433,0.01227192969459362,-59.95781691530539,12.99005822457243
23.42692890183618,-0.1311450305183217,-61.03122675161267,0.01339682228025505,-61.00201544789557,12.89459939892289
23.6056731515903,-0.1311884285313556,-60.92148278016477,0.01440556553162562,-61.09947162273647,12.80004808241027
23.78578119541893,-0.1312707084964331,-61.02385814191044,0.01517411313322364,-61.30295688110888,12.70544411446898
23.9672634388835,-0.1311185282738004,-61.04529257330896,0.0159123423968643,-61.26143718082014,12.61122133218884
24.15013036693854,-0.131314522389783,-59.32231185056139,0.01742640035187024,-59.32266555695486,12.51885567092056
24.33439254453724,-0.1310913158142794,-59.95614643978644,0.01813055195235221,-60.00116384353917,12.42538912626145
24.52006061724201,-0.1310753197722352,-59.42065175713212,0.01889839458888471,-59.56524946198287,12.33497807998154
24.70714531183936,-0.1311603747204298,-60.96679198469932,0.01968320168050389,-61.175479993118,12.24309604155402
24.89565743695981,-0.1311282435924884,-60.97522333402172,0.02030865441395562,-61.34409577134797,12.15370452878692
25.08560788370216,-0.1313232695759264,-60.83331498366235,0.02156055757703898,-61.34667476979686,12.06401966876732
25.2770076262628,-0.1311700713264439,-61.17702391602415,0.02213711053663376,-61.32875430618347,11.9744358443291
25.46986772256981,-0.1312697788658874,-60.64854823951681,0.02304220688628146,-60.87184027373712,11.88539464082187
25.66419931492164,-0.131068949652506,-61.15126603809401,0.02420301555014977,-61.2099911379621,11.79830199455996
25.86001363063104,-0.1311333782638373,-61.13246174513429,0.02478447739860615,-61.09723302508408,11.71067632773441
26.05732198267354,-0.1311145009199025,-61.03189819698952,0.02543137906651699,-61.32010146796211,11.62438711120432
26.25613577034117,-0.1313288933400677,-61.14846298364223,0.02612445583398024,-61.37931213554005,11.5372731278443
26.45646647990099,-0.1311886897457116,-59.37125329332375,0.02654815026859495,-59.50557226907556,11.4528517825356
26.65832568525861,-0.131104651157883,-61.05232983892157,0.02747067260414191,-61.27523040758082,11.36788660147888
26.86172504862711,-0.1311861276659179,-60.93740661331337,0.0284000201052743,-61.14013428406821,11.2835781141565
27.06667632120051,-0.1313375869722506,-60.99300881265124,0.02902905027477578,-61.19383773605887,11.20066649349499
27.27319134383292,-0.1313441016258953,-60.99789111085072,0.0298919755837924,-61.43027888620988,11.11718761918168
27.48128204772246,-0.1315738099705795,-58.35282673946284,0.03069661883475914,-58.30666103964693,11.03532064414498
27.69096045510076,-0.1311541116788056,-60.69387190451032,0.03127610152974244,-60.93954253324384,10.95318574999946
27.90223867992733,-0.1312986004301298,-60.97708927028239,0.03235423395608036,-61.30780839820179,10.87163329266623
28.11512892858952,-0.1315441515875345,-59.03991270424277,0.03304680300178715,-59.27448070042842,10.79277149769874
28.32964350060784,-0.1314726335332765,-61.12622227783761,0.03373784233335139,-61.30071546774265,10.71197592359825
28.54579478934635,-0.1314435184687656,-60.85587235611752,0.03440827293322125,-61.01210061882657,10.63350812195573
28.76359528272886,-0.1314423980081109,-61.10162804341975,0.03506000208448864,-61.34063823635078,10.5539155401723
28.98305756396022,-0.1312045245820657,-60.78489954863223,0.0357297931096575,-61.18535239593299,10.476667583801
29.20419431225353,-0.1313486326168972,-61.10798302268898,0.03646792773166653,-61.42478448895416,10.39869635680335
29.42701830356245,-0.1315102383171432,-60.91935713861746,0.03714761896569642,-61.1849692491826,10.32128522165464
29.6515424113194,-0.1315980102910338,-60.50293946253972,0.0378084909247258,-60.91526558254608,10.24485322905105
29.87777960717944,-0.1314923642062406,-60.87666125987802,0.03851042478144043,-61.24074225119554,10.1686519688357
30.10574296176942,-0.131435604309818,-60.8444519637823,0.039272587601756,-61.26476217082953,10.09278844519442
30.33544564544343,-0.1313241850770585,-60.7599343364193,0.03958897189228783,-61.33213802935148,10.0171176555913
30.56690092904341,-0.1312119294401679,-60.97441697980187,0.04029482198918705,-61.22825229432712,9.943730868625863
30.80012218466613,-0.1312874053568596,-60.44070911383998,0.04159585787231927,-60.70910946222266,9.869808912656879
31.03512288643554,-0.1313116973308788,-61.16755877428307,0.04220305717278013,-61.51658245532924,9.797798003833433
31.27191661128128,-0.1315537437546287,-58.18806165175208,0.04348939983445621,-58.41259724550837,9.724582496847635
31.51051703972322,-0.1315176294669709,-59.62243049320946,0.04500752775925213,-60.00566085193203,9.652807527241125
31.75093795666157,-0.1314367846661395,-58.55720788434166,0.04572847270435034,-58.75425076711647,9.580195802183248
31.99319325217358,-0.1311960690827151,-59.47584218440071,0.04672283980746618,-59.90296982814559,9.509903289158112
32.23729692231577,-0.1313625753808498,-60.94858918109019,0.04742730750697228,-61.22788235164717,9.438852604301466
32.48326306993266,-0.1313025442396685,-58.21675871894513,0.04818531221485535,-58.56696570308163,9.367768708871337
32.73110590547164,-0.1313511466821106,-60.85870033685659,0.04893261253723362,-61.31301716302757,9.298851317436736
32.98083974780369,-0.1314017001946945,-58.45049223539795,0.04956024081714306,-58.65466569444327,9.22961845676136
33.232479025051,-0.1317840314141239,-60.84001655167923,0.05044321730058288,-61.02146723977523,9.161551307806141
33.48603827542018,-0.1314523434844893,-60.95165564805011,0.05096632313228552,-61.21457341119664,9.093248654320423
33.74153214804249,-0.1314627249294578,-60.31405603573078,0.05177008477227692,-60.55718792221236,9.025981268934752
33.99897540381998,-0.1311687423140657,-60.8470350459963,0.05198233628091921,-61.13118997517876,8.958045910969668
34.25838291627833,-0.131522139801175,-59.7933387859889,0.05279497508552611,-60.00841883646611,8.89172803777767
34.51976967242628,-0.1313564233369066,-60.95005139462774,0.05326862621961813,-61.12414605294246,8.825380714315074
34.78315077362126,-0.1312347175852437,-60.74143945060076,0.05360598402357472,-61.09681692452631,8.759934323382689
35.04854143644212,-0.1314278910383882,-60.77761254342418,0.05448252773175914,-61.49093689182728,8.695520037034022
35.31595699356797,-0.1311502453268395,-60.66126809097617,0.05482779349154386,-61.03945488197652,8.63034247611791
35.58541289466432,-0.1310580072567015,-60.85733535536032,0.05516871261944321,-61.11788535081122,8.566359187120337
35.85692470727535,-0.1312014290189413,-60.93071528467843,0.05593938904669341,-61.27917337115483,8.501987501097851
36.13050811772352,-0.1310932731447224,-60.84953882671676,0.05627120000286718,-61.240494107911,8.438801709995307
36.40617893201586,-0.1312699400281355,-60.79653482698983,0.05686536903760289,-61.18928692644246,8.37576371381498
36.68395307675689,-0.1311640359294343,-60.86818761437515,0.05723483068276546,-61.36197868735305,8.313006594033769
36.9638466000691,-0.1313293480111997,-59.01476160549669,0.05787060836829905,-59.37730353037112,8.250822623637411
37.2458756725199,-0.1312361187193685,-60.74980674714033,0.05828887657387873,-61.01935288607099,8.189653389708443
37.53005658805584,-0.131286707773015,-60.76203241863557,0.05903644672560785,-61.11169772132492,8.129134335983665
37.81640576494419,-0.1312264343768842,-60.73705924691635,0.05938908745926713,-61.28366385576374,8.068767374273136
38.10493974672107,-0.1311337577084041,-59.84003042121828,0.05971328756448863,-60.30442421631722,8.007761556990708
38.39567520314791,-0.1312627983557089,-60.72313308695883,0.06011030085075776,-61.10728991288087,7.948655473183951
38.68862893117369,-0.131332313222087,-59.56934948448708,0.06055610546597635,-59.79644004714315,7.889111885615325
38.98381785590625,-0.1309803517749666,-60.96303373987352,0.06075363966602701,-61.35199328714349,7.83095715188713
39.28125903158926,-0.131031149119208,-60.81504086577245,0.06148537191578572,-61.35962440620958,7.771796643748242
39.58096964258824,-0.1313968873760769,-60.94127693732057,0.0618895237918048,-61.23874780478735,7.714450101973293
39.88296700438283,-0.1310993065975684,-60.89624610883462,0.06252175848691055,-61.51755330533302,7.655740011563491
40.18726856456762,-0.131187684675899,-61.0280461841155,0.06265961185850566,-61.2812563545741,7.599166369152147
40.49389190385974,-0.1311135601437502,-60.82561775518104,0.06315182798137035,-61.28838416452207,7.542342085522865
40.80285473711496,-0.1314783148655876,-60.75977617081159,0.06393885082302575,-60.93078392327541,7.485880168875898
41.11417491435081,-0.131423915077668,-60.66129078147804,0.06427135995831482,-61.21699859419973,7.431228909163323
41.42787042177812,-0.1315253225708942,-59.87103312305464,0.06463193960147195,-60.30372389710961,7.375916248175681
41.74395938283995,-0.131322246553363,-60.76859510573156,0.06493686891574962,-60.95625821271739,7.320876008221152
42.0624600592589,-0.1312769143669241,-59.67910137842257,0.06531534592500537,-60.07192324248061,7.265991313909382
42.38339085209166,-0.1314225010615666,-60.96786411120189,0.06589233096008779,-61.62343231595141,7.210712759762623
42.70677030279295,-0.1313233970808165,-60.40628162123619,0.06600644761263261,-60.86128183538142,7.158537508136884
43.0326170942857,-0.1312349282513517,-59.93060205664516,0.06630157800985265,-60.22575314397014,7.104648484005507
43.36095005204155,-0.1313287865443808,-60.62317127759245,0.06667880445955156,-61.25865677278125,7.051588394247801
43.69178814516734,-0.131438607608812,-60.67595746367142,0.06697524684134422,-61.29257388614539,6.99848344451879
44.02515048750202,-0.1313256497401104,-60.69502849762507,0.06726475955687024,-61.29410450734986,6.945639897644423
44.36105633872022,-0.1315236858821501,-60.86314607471181,0.06767612506592496,-61.24996705132424,6.894969556187409
44.6995251054455,-0.1314788581592472,-60.63665380800273,0.06797775744357978,-61.01335971229416,6.844655798615676
45.04057634237101,-0.1314467019521041,-61.00978490735098,0.06843053211255816,-61.42505555131066,6.791990743772583
45.38422975338978,-0.1313664809157029,-58.39615351786119,0.06872213884470368,-58.62902617480431,6.740949430532172
45.73050519273264,-0.1313019422792073,-60.87031274915365,0.06880877475446688,-61.3228566058396,6.690734230014197
46.07942266611565,-0.1314692719001686,-59.80995029469526,0.06919899622080475,-60.28420527283568,6.641174768656807
46.43100233189554,-0.1312665108382338,-60.82188034529912,0.06963821764155609,-61.25778376100997,6.59128146442163
46.7852645022348,-0.1313096334835315,-58.51136143552748,0.069907027358067,-58.94079493789847,6.541683547489711
47.14222964427449,-0.1311453558748955,-60.83801351015281,0.07015732590319992,-61.09251318909276,6.492666225728357
47.50191838131769,-0.1314791716593222,-60.74175395559585,0.07051794720507745,-61.23407791835159,6.445200488857193
47.86435149402009,-0.1313739894416876,-60.72230576158279,0.07082024824073346,-61.15212301977165,6.397031168949285
48.22954992159096,-0.1316415098975802,-60.8544869806276,0.07122920719232934,-61.31811939281367,6.348471522912291
48.59753476300302,-0.1313036000157184,-60.80462209657499,0.07122995843304342,-61.38005010274155,6.30209759018981
48.96832727821106,-0.1315165238951204,-60.47752553314513,0.0714719182080468,-60.9850240901926,6.254095159417169
49.3419488893806,-0.1312717016769389,-60.50330874347927,0.07189181057527314,-61.28394627442101,6.207147810116133
49.71842118212513,-0.131393143671007,-60.70583614192198,0.07215283814046025,-61.33139934140932,6.160296166769086
50.09776590675362,-0.1313000275370718,-60.39482056409832,0.07223876494273844,-61.05411592670507,6.115231814934038
50.48000497952677,-0.1313961421196914,-60.79153372071657,0.07234499604796987,-61.12533841553432,6.069198780486847
50.86516048392332,-0.1314446586459639,-60.759907424128,0.07263173714704417,-61.39995459068462,6.024256625072383
51.25325467191607,-0.1311661579788922,-58.28891170542346,0.07286435370969815,-58.62874893716725,5.978343001023667
51.64430996525711,-0.1312541822632619,-58.76221963544812,0.07301784049129945,-59.0957178691463,5.934099607910994
52.03834895677365,-0.1312590131017102,-60.53518766493347,0.07340803305339741,-60.85078824258358,5.889419202905675
52.43539441167285,-0.1313579794035757,-60.77743805760456,0.07346118075540314,-61.56733105910492,5.844603270362533
52.83546926885744,-0.1315597622546405,-60.66594473389578,0.07404113938972222,-61.45521989672771,5.801261531188771
53.23859664225075,-0.1313745477495017,-60.13885513357635,0.07433119767221286,-60.47672207475647,5.757661120236293
53.6447998221321,-0.1314724418063338,-58.75368661537921,0.07448261587166007,-59.02518933361076,5.714493907494571
54.05410227648265,-0.1313187025971171,-60.69574142049017,0.07443507891178464,-61.28956636705094,5.672300035487019
54.46652765234076,-0.1313385590037735,-60.49956500385086,0.07447554251756582,-61.27429534745131,5.630030240832127
54.88209977716873,-0.1312720010846206,-60.48687707940438,0.0747040881870199,-61.06449256450922,5.587161377242069
55.30084266022885,-0.1313990796330703,-60.86985867686391,0.07498236759311933,-61.36266991295876,5.545977930322863
55.72278049397106,-0.1314805853984379,-60.65501319529317,0.07533644382037477,-61.31328573653904,5.503783161254685
56.14793765543015,-0.1314591645648192,-60.81482842191335,0.07538268600233945,-61.21153561355861,5.463272235346622
56.57633870763436,-0.1313419776821906,-60.75164994079699,0.07561726270834936,-61.3798398119753,5.421262991636858
57.00800840102463,-0.131059713287926,-60.78011939583739,0.07582803538737809,-61.30226968877184,5.381229312820068
57.44297167488413,-0.1312875663435059,-58.25811279592529,0.07585783997049958,-58.51852106278083,5.340664542093531
57.88125365877958,-0.1311519014724485,-60.59706964764224,0.07635375900533489,-61.22494642736339,5.301361481943207
58.3228796740126,-0.1313554358699899,-60.57164011591225,0.07656934214722552,-61.39912454839126,5.26095296138217
58.76787523508311,-0.1313147653501268,-60.47476260117875,0.07667167182304144,-61.11223788712509,5.221502568765601
59.21626605116295,-0.131192132912864,-60.61647566855923,0.07700354933743334,-61.05802392261453,5.182696374983195
59.66807802758145,-0.1312291301262151,-59.2140460192629,0.07709885808015512,-59.72457418864936,5.144042148438501
60.12333726732219,-0.1312725447422484,-59.2025371457898,0.07726684733330727,-59.70111092598412,5.105448558487875
60.58207007253073,-0.1309865696037925,-58.26822657658974,0.07728181497654094,-58.69847168129098,5.067067804211355
61.04430294603458,-0.1308523298997594,-60.86937241894992,0.07766340719054583,-61.5018467343378,5.027979437068609
61.51006259287398,-0.1312035704915799,-60.56577912239796,0.07784621950641207,-60.93006063495874,4.991656376846365
61.97937592184518,-0.1310864854260652,-60.64551674361656,0.07775190583200602,-61.49896769671631,4.953797194886654
62.45227004705468,-0.1311668851553799,-60.59880784427574,0.07803240845062608,-61.20632737471542,4.915233036734751
62.92877228948587,-0.1313215293442859,-60.53694454287608,0.07823751089266527,-61.2524751940071,4.879263059977834
