Designator,Mid X,Mid Y,Rotation,Layer
R58,134.0,-64.69875,0.0,top
R59,132.75,-73.69875,0.0,top
R6,167.292893,-108.457107,135.0,top
R60,125.25,-49.145406,270.0,top
R61,130.0,-61.69875,90.0,top
R62,123.5,-94.25,90.0,top
R63,128.75,-76.69875,270.0,top
R64,153.0,-73.6625,270.0,top
R65,153.0,-77.25,270.0,top
R66,174.0,-54.140001,90.0,top
R67,168.49,-53.85,0.0,top
R68,178.5,-56.85,0.0,top
R69,182.25,-58.25,0.0,top
R7,165.75,-110.0,135.0,top
R70,179.0,-54.14,90.0,top
R71,178.01,-101.25,180.0,top
R72,179.67053,-140.813132,135.0,top
R8,166.457107,-109.292893,135.0,top
R9,165.042894,-110.707107,135.0,top
SW1,188.25,-64.75,270.0,top
SW2,148.25,-114.0,270.0,top
TP1,136.2,-98.85,0.0,top
TP2,160.0,-144.65,0.0,top
U1,173.25,-121.0,135.0,top
U10,132.75,-90.5,180.0,top
U11,132.75,-69.19875,270.0,top
U12,145.66,-72.5,180.0,top
U13,176.75,-63.99,270.0,top
U2,179.5,-75.25,0.0,top
U3,180.75,-107.75,315.0,top
U4,131.75,-132.75,0.0,top
U5,131.75,-112.75,0.0,top
U6,131.75,-122.75,270.0,top
U7,147.25,-132.5,90.0,top
U8,148.75,-93.5,270.0,top
U9,134.5,-51.245406,180.0,top
Y1,187.419417,-119.229111,135.0,top
